goal,a,b,label,edge_type,source
make new friends,pick a new hobby,search for a new hobby,0,reversed,reversed_edge
take tap dancing lessons,show up for tap lessons,buy tap shoes for class,0,reversed,reversed_edge
go to space,complete masters program,apply at NASA station as an astronaut,1,confirmed,confirmed_edge
rent a cabin,fill out rental form,plan vacation with others,2,flexible,incomparable_pair
play the trombone,find trombone in the house,put sheet music on music stand,2,flexible,incomparable_pair
learn how to breakdance,Put on comfortable clothes,Look up breakdance tutorials online,2,flexible,incomparable_pair
learn to dance ballet,Buy ballet shoes and outfits online,Look for a ballet school online,0,reversed,reversed_edge
go apple picking,Get a basket to put apples in,Pay to pick apples,0,reversed,reversed_edge
live closer to nature,Put down a downpayment on new house,Close escrow on new home,1,confirmed,confirmed_edge
make a banana strawberry smoothie,buy smoothie ingredients,drive home from store,1,confirmed,confirmed_edge
live a healthier lifestyle,throw out all the snack foods,purchase lean white meats,2,flexible,incomparable_pair
throw a party,gather food for party,set up party food and decor,1,confirmed,confirmed_edge
have a sleepover,wait for friends to come over,call friends and invite to sleepover,0,reversed,reversed_edge
give up chocolate for Lent,Talk with the priest.,Announce the intention of giving up chocolate for lent.,0,reversed,reversed_edge
learn to make pot pies,serve the potpies on a plate,take the pies out to cool,0,reversed,reversed_edge
start Varsity football,wait for team announcements,try out for the varsity team,0,reversed,reversed_edge
see a new movie that came out,park at the movie theater,get snacks on the way,0,reversed,reversed_edge
sail the seven seas,ask boat captain to join the crew,look around for promising boat,0,reversed,reversed_edge
get more involved,make time to eat together,ask questions about the child's day,2,flexible,incomparable_pair
live debt free,Cut back spending on unnecessary items,Find a way to make extra money,2,flexible,incomparable_pair
play video games,Search the Internet for good games.,Find interesting games online with matching interests.,2,flexible,incomparable_pair
learn a new language,attended each class,wait for the next weekly class,2,flexible,incomparable_pair
get to the grocery store,gather the grocery bags,get a grocery cart,2,flexible,incomparable_pair
join the cheerleading squad,Add additional moves to impress the coach,Practice those routines over and over again,0,reversed,reversed_edge
learn to paint,Sign up for lessons,Go to art store,2,flexible,incomparable_pair
start a Babysitters Club like in the books,put up flyers around town,purchase snacks for the kids,2,flexible,incomparable_pair
go on a rollercoaster,Order tickets online.,Pick a day to go.,0,reversed,reversed_edge
look good for a dance,Dry and style hair,Put on makeup,2,flexible,incomparable_pair
make some cookies,Bake the cookie dough into cookies,Scoop cookie dough onto cookie tray,0,reversed,reversed_edge
get out of town this past weekend,pack a bag of clothes,book a hotel,2,flexible,incomparable_pair
have a house party,Shop for  refreshments,Select music for the party,2,flexible,incomparable_pair
get new socks,open front door,obtain house keys,0,reversed,reversed_edge
see Metallica live in concert,research Metallica tour locations,go to internet,0,reversed,reversed_edge
leave the house,Check the mirror,Step outside the home,1,confirmed,confirmed_edge
learn how to ballroom dance,call and make appointment to meet teacher,search on line for a ballroom teacher,0,reversed,reversed_edge
plant a tomato plant,Purchase tomato seedling.,Go to nursery,0,reversed,reversed_edge
play a video game,Buy a video game console,Buy a video game,2,flexible,incomparable_pair
switch into the electrical engineering program,look up requirements to be in electrical engeineering program,find the email for the electrical engineering program head,1,confirmed,confirmed_edge
add a new product,Put appropriate labels on the shelf for the new product,Pick up the new product,2,flexible,incomparable_pair
make a paper plane,find  apiece of paper,look for a table to sit at,1,confirmed,confirmed_edge
open a savings account,Grab an ID,Drive to the bank,1,confirmed,confirmed_edge
learn how to play the guitar,Press down strings,Get guitar out,0,reversed,reversed_edge
participate in a chess tournament,go to the chair when name is called,run through possible strategies,0,reversed,reversed_edge
get a brand new TV,find a salesperson to ask about the TVs,look at reviews for televisions,2,flexible,incomparable_pair
take tap dancing lessons,pick out a class,research local tap dance classes,0,reversed,reversed_edge
turn in a big project on Monday,Show up to school day of presentation,Compile ideas for project,0,reversed,reversed_edge
rent a cabin,research places to rent a cabin,plan vacation with others,2,flexible,incomparable_pair
move into a new apartment,visit the apartment,find an apartment to visit,0,reversed,reversed_edge
gather persimmons where the trees grow wild in the woods,Search local locations to visit.,Decide on a location to visit.,1,confirmed,confirmed_edge
get more involved,be on the lookout for unexplained shifts in behavior,join a group of other parents,2,flexible,incomparable_pair
spend time outside,move towards the exit.,arrive at the exit.,1,confirmed,confirmed_edge
watch a different show on the television,identify show that is desirable to watch,highlight selection and press enter,1,confirmed,confirmed_edge
learn an instrument,Purchase an instrument and learning materials,Go to local store,0,reversed,reversed_edge
get a portrait done,Call up photo company,Check white pages for local photo studios,0,reversed,reversed_edge
go to Spain,drive to the airport,purchase a plane ticket,0,reversed,reversed_edge
donate to charity,Enter the amount to donate,Click the donate link,0,reversed,reversed_edge
leave the house,Find keys and wallet,Check the mirror,2,flexible,incomparable_pair
find cheaper tickets to the concert,return the old tickets,buy the new tickets,1,confirmed,confirmed_edge
escape from prison,Watch the guards to learn the schedule,Get the plans for the prison,2,flexible,incomparable_pair
throw the best Halloween party,hang up the scary decorations,print out invitations on festive paper,2,flexible,incomparable_pair
sing songs for a living,go to college for music,take voice lessons,2,flexible,incomparable_pair
throw a party,invite guests to party,gather food for party,1,confirmed,confirmed_edge
join a dance class,find dance class that is close,drive to location of dance class,1,confirmed,confirmed_edge
go on a date with brian,Look for a restaurant to go to,Text Brian asking for a date,0,reversed,reversed_edge
make pasta with fresh mushrooms,drive back home with ingredients,turn on the stove,1,confirmed,confirmed_edge
join a club,Find club hours.,Drive to the next meeting.,1,confirmed,confirmed_edge
take a trip to the beach,Drive to beach.,Park car at beach lot.,1,confirmed,confirmed_edge
make people happy,research things to do,make plans for the person,1,confirmed,confirmed_edge
camp on the island,Pack items needed,Schedule a camping trip,0,reversed,reversed_edge
make myself a delicious meatball sub,Take two slices of bread,Open groceries on counter,0,reversed,reversed_edge
get out of town this past weekend,put gasoline in car,pack a bag of clothes,2,flexible,incomparable_pair
learn how to play poker like a professional,read poker books,research poker strategies,2,flexible,incomparable_pair
start an apple orchard,purchase apple seeds,purchase a shovel,2,flexible,incomparable_pair
go wilderness camping,set up camp,go to camping site,0,reversed,reversed_edge
write a book,Create the main characters.,Pick the topic to write about.,0,reversed,reversed_edge
work at a bank,drive to the bank,get the call for the interview,0,reversed,reversed_edge
get more involved,be on the lookout for unexplained shifts in behavior,be ready to listen all the time,2,flexible,incomparable_pair
do a load of laundry,fold clothing and put away,put clothes in dryer and wait for clothes to dry,0,reversed,reversed_edge
take a cruise to the Caribbean,pack for the cruise,show up for the cruise departure,1,confirmed,confirmed_edge
go on a hike,Choose a trail to hike,Print out directions to the trail,1,confirmed,confirmed_edge
buy an XBox 1,read the reviews,watch videos of gameplay,2,flexible,incomparable_pair
learn figure drawing,Find a pencil,Locate an eraser,2,flexible,incomparable_pair
buy a new doll from the store,go into the store,find a nice doll to buy,1,confirmed,confirmed_edge
get more involved,be on the lookout for unexplained shifts in behavior,ask questions about the child's day,2,flexible,incomparable_pair
add a new product,Put appropriate labels on the shelf for the new product,Clear out some space on the shelf,0,reversed,reversed_edge
go in the navy,Set an appointment,Meet with the recruiter,1,confirmed,confirmed_edge
try out for the high school swim team,stand in line behind everyone,walk out to the pool,0,reversed,reversed_edge
look good for a dance,Put on underwear,Dry and style hair,2,flexible,incomparable_pair
earn some cash over the summer,place earnings in a savings account,when prompted go to homes and do odd jobs,0,reversed,reversed_edge
find a job,Set up an interview with interested parties.,Send the letters.,0,reversed,reversed_edge
build a snowman,put on gloves,put on coat,2,flexible,incomparable_pair
see the banana plantations,Search the Internet for nearby plantations,Find the operating hours,1,confirmed,confirmed_edge
